"codigo_ocorrencia","codigo_ocorrencia2","ocorrencia_classificacao","ocorrencia_cidade","ocorrencia_uf","ocorrencia_aerodromo","ocorrencia_dia","ocorrencia_hora","total_recomendacoes"
"45598","45598","INCIDENTE GRAVE","BRAGANÇA PAULISTA","SP","SBBP","2/20/2012","14:10:00","0"
"45715","45715","INCIDENTE","MANAUS","AM","SWFN","2/20/2012","9:10:00","0"
"45584","45584","INCIDENTE GRAVE","ESTÂNCIA","SE","SNOD","2/19/2012","15:10:00","0"
"45684","45684","INCIDENTE","PERUÍBE","SP","***","2/17/2012","14:45:00","0"
"45689","45689","INCIDENTE","RIO DE JANEIRO","RJ","***","2/17/2012","23:00:00","0"
"45712","45712","INCIDENTE","CABO FRIO","RJ","***","2/17/2012","12:00:00","0"
"45713","45713","INCIDENTE","SÃO PAULO","SP","***","2/17/2012","11:30:00","0"
"45487","45487","ACIDENTE","CAMETÁ","PA","***","2/16/2012","12:30:00","3"
"45586","45586","ACIDENTE","ARROIO GRANDE","RS","***","2/15/2012","13:00:00","0"
"52471","52471","INCIDENTE GRAVE","CAIRU","BA","SNCL","2/15/2012","13:20:00","0"
"45466","45466","ACIDENTE","CAMPINAS","SP","SDAM","2/12/2012","19:25:00","0"
"45470","45470","INCIDENTE","RIO DE JANEIRO","RJ","SBGL","2/12/2012","2:20:00","0"
"45678","45678","INCIDENTE","BELO HORIZONTE","MG","SBPR","2/10/2012","22:05:00","0"
"45718","45718","INCIDENTE","UBERLÂNDIA","MG","SBUL","2/10/2012","4:00:00","0"
"45528","45528","ACIDENTE","BELÉM","PA","***","2/8/2012","1:44:00","3"
"45564","45564","ACIDENTE","SONORA","MS","***","2/8/2012","9:50:00","0"
"45585","45585","ACIDENTE","BELA VISTA DO PARAÍSO","PR","***","2/8/2012","21:35:00","0"
"45524","45524","ACIDENTE","JUNDIAÍ","SP","SBJD","2/7/2012","16:10:00","0"
"45580","45580","INCIDENTE GRAVE","MACAÉ","RJ","***","2/7/2012","14:50:00","4"
"45588","45588","ACIDENTE","RIO DE JANEIRO","RJ","***","2/7/2012","20:56:00","4"
"45656","45656","INCIDENTE","JUNDIAÍ","SP","SBJD","2/7/2012","20:50:00","0"
"46900","46900","ACIDENTE","QUELUZITO","MG","***","2/7/2012","19:45:00","0"
"45469","45469","INCIDENTE","PIRACICABA","SP","SDPW","2/6/2012","20:45:00","0"
"45572","45572","ACIDENTE","PALESTINA","SP","***","2/6/2012","19:30:00","0"
"45669","45669","INCIDENTE","ITANHAÉM","SP","***","2/6/2012","14:00:00","0"
"45699","45699","INCIDENTE","SÃO PAULO","SP","SBSP","2/6/2012","18:44:00","0"
"45700","45700","INCIDENTE","CUIABÁ","MT","***","2/6/2012","20:00:00","0"
"45587","45587","ACIDENTE","CORRENTINA","BA","***","2/5/2012","20:27:00","0"
"52056","52056","INCIDENTE","LONDRINA","PR","SBLO","2/5/2012","17:34:00","0"
"45701","45701","INCIDENTE","BELÉM","PA","SBBE","2/4/2012","14:55:00","0"
"45658","45658","INCIDENTE","CAMPO GRANDE","MS","SBCG","2/3/2012","23:33:00","0"
"45703","45703","INCIDENTE","RIO DE JANEIRO","RJ","SBGL","2/3/2012","2:04:00","0"
"45525","45525","ACIDENTE","CAMPO FLORIDO","MG","***","2/2/2012","21:30:00","2"
"45705","45705","INCIDENTE","SÃO JOSÉ DOS PINHAIS","PR","SBCT","2/2/2012","22:35:00","0"
"45668","45668","INCIDENTE","CAMPOS DOS GOYTACAZES","RJ","***","2/1/2012","12:30:00","0"
"45682","45682","INCIDENTE","MACAÉ","RJ","***","2/1/2012","13:50:00","0"
"45414","45414","ACIDENTE","NOVA BRASILÂNDIA","MT","***","1/31/2012","18:00:00","0"
"45417","45417","ACIDENTE","VÁRZEA GRANDE","MT","***","1/31/2012","14:15:00","0"
"45415","45415","ACIDENTE","RIO DE JANEIRO","RJ","***","1/30/2012","13:55:00","0"
"45719","45719","INCIDENTE","PELOTAS","RS","***","1/30/2012","21:30:00","0"
"45579","45579","ACIDENTE","CAMPOS LINDOS","TO","***","1/28/2012","18:35:00","0"
"45667","45667","INCIDENTE","JOINVILLE","SC","SBJV","1/27/2012","14:45:00","0"
"45802","45802","INCIDENTE","BELO HORIZONTE","MG","SBBH","1/26/2012","17:00:00","0"
"45413","45413","ACIDENTE","ITAPURANGA","GO","***","1/25/2012","22:00:00","0"
"52053","52053","INCIDENTE","VITÓRIA","ES","SBVT","1/25/2012","13:36:00","0"
"52054","52054","INCIDENTE","SÃO PAULO","SP","SBMT","1/25/2012","23:00:00","0"
"52055","52055","INCIDENTE","RIBEIRÃO PRETO","SP","***","1/25/2012","9:30:00","0"
"45412","45412","ACIDENTE","TASSO FRAGOSO","MA","***","1/23/2012","9:33:00","2"
"45393","45393","ACIDENTE","RIO DE JANEIRO","RJ","SBJR","1/22/2012","20:25:00","0"
"45397","45397","INCIDENTE GRAVE","RIO DE JANEIRO","RJ","***","1/22/2012","19:05:00","2"
"52051","52051","INCIDENTE","RECIFE","PE","SBRF","1/22/2012","23:00:00","0"
"45400","45400","INCIDENTE GRAVE","BRASÍLIA","DF","SBBR","1/21/2012","14:50:00","4"
"45410","45410","ACIDENTE","BRAGANÇA PAULISTA","SP","SDVH","1/21/2012","23:30:00","0"
"52241","52241","INCIDENTE GRAVE","UBERLÂNDIA","MG","SBUL","1/21/2012","20:45:00","0"
"52248","52248","INCIDENTE","SÃO PAULO","SP","SBMT","1/21/2012","11:15:00","0"
"45390","45390","ACIDENTE","CACHOEIRA DOURADA","GO","***","1/20/2012","21:00:00","0"
"45405","45405","INCIDENTE","CUIABÁ","MT","***","1/20/2012","8:00:00","0"
"45582","45582","INCIDENTE GRAVE","RONDONÓPOLIS","MT","SWRD","1/20/2012","17:00:00","0"
"45392","45392","ACIDENTE","BRASÍLIA","DF","***","1/19/2012","21:30:00","2"
"45399","45399","INCIDENTE GRAVE","MUANÁ","PA","***","1/18/2012","17:35:00","0"
"52247","52247","INCIDENTE","BELO HORIZONTE","MG","SBPR","1/18/2012","13:10:00","0"
"50714","50714","INCIDENTE GRAVE","CAMOCIM","CE","SNWC","1/17/2012","18:25:00","0"
"52246","52246","INCIDENTE","BRASÍLIA","DF","SBBR","1/16/2012","16:47:00","0"
"45409","45409","ACIDENTE","CÁCERES","MT","***","1/14/2012","10:00:00","0"
"45693","45693","INCIDENTE","MACAÉ","RJ","***","1/14/2012","10:30:00","0"
"45447","45447","INCIDENTE","RIO BRANCO","AC","***","1/13/2012","18:15:00","0"
"45396","45396","INCIDENTE GRAVE","MARABÁ","PA","SBMA","1/11/2012","11:21:00","0"
"45408","45408","ACIDENTE","ELDORADO","SP","***","1/11/2012","13:45:00","1"
"45332","45332","ACIDENTE","VIAMÃO","RS","***","1/9/2012","13:30:00","0"
"52245","52245","INCIDENTE","PORTO ALEGRE","RS","SBPA","1/9/2012","13:36:00","0"
"45334","45334","INCIDENTE","BELÉM","PA","SBBE","1/8/2012","19:12:00","0"
"45391","45391","ACIDENTE","CONCEIÇÃO DAS ALAGOAS","MG","***","1/8/2012","16:00:00","0"
"52244","52244","INCIDENTE","UBERLÂNDIA","MG","SBUL","1/8/2012","22:13:00","0"
"50713","50713","INCIDENTE GRAVE","CAMPINAS","SP","SDAI","1/7/2012","18:15:00","0"
"45331","45331","ACIDENTE","GUARULHOS","SP","SBGR","1/6/2012","13:44:00","3"
"45333","45333","ACIDENTE","VIAMÃO","RS","***","1/6/2012","13:00:00","0"
"45401","45401","ACIDENTE","SÃO SEBASTIÃO","SP","***","1/6/2012","17:00:00","0"
"45407","45407","ACIDENTE","SÃO SEPÉ","RS","***","1/6/2012","16:30:00","0"
"52243","52243","INCIDENTE","UBATUBA","SP","***","1/6/2012","14:30:00","0"
"52242","52242","INCIDENTE","PORTO ALEGRE","RS","SBPA","1/5/2012","20:27:00","0"
"45291","45291","ACIDENTE","IGUABA GRANDE","RJ","***","12/30/2011","17:40:00","1"
"45655","45655","INCIDENTE","MANAUS","AM","***","12/30/2011","14:00:00","0"
"45293","45293","INCIDENTE","VÁRZEA GRANDE","MT","SBCY","12/29/2011","18:51:00","0"
"45327","45327","INCIDENTE","CONFINS","MG","SBCF","12/29/2011","6:48:00","0"
"45930","45930","ACIDENTE","AQUIRAZ","CE","***","12/29/2011","12:00:00","0"
"51880","51880","INCIDENTE","GUARULHOS","SP","***","12/29/2011","9:00:00","0"
"51881","51881","INCIDENTE","BELO HORIZONTE","MG","***","12/29/2011","17:18:00","0"
"51882","51882","INCIDENTE","GUARULHOS","SP","SBGR","12/29/2011","14:11:00","0"
"51883","51883","INCIDENTE","NAVEGANTES","SC","SBNF","12/29/2011","18:33:00","0"
"45328","45328","INCIDENTE","SÃO PAULO","SP","***","12/28/2011","3:17:00","0"
"45450","45450","INCIDENTE","CONFINS","MG","***","12/28/2011","19:00:00","0"
"45292","45292","INCIDENTE GRAVE","FORMIGA","MG","***","12/26/2011","21:30:00","0"
"45311","45311","ACIDENTE","GOIÂNIA","GO","***","12/24/2011","13:45:00","0"
"51878","51878","INCIDENTE","SÃO JOSÉ DOS PINHAIS","PR","SBCT","12/24/2011","22:15:00","0"
"51777","51777","INCIDENTE GRAVE","BEBEDOURO","SP","SDBB","12/23/2011","20:40:00","0"
"45272","45272","ACIDENTE","ERECHIM","RS","SSER","12/21/2011","10:00:00","2"
"45273","45273","ACIDENTE","PORTO ALEGRE","RS","SSBN","12/21/2011","14:50:00","2"
"45294","45294","INCIDENTE","RIO VERDE","GO","***","12/21/2011","11:28:00","0"
"45529","45529","ACIDENTE","NOVO PROGRESSO","PA","***","12/21/2011","16:50:00","0"
"45288","45288","ACIDENTE","SÃO BORJA","RS","***","12/20/2011","18:00:00","0"
"51877","51877","INCIDENTE","MACAÉ","RJ","***","12/20/2011","11:50:00","0"
"51796","51796","INCIDENTE","CAMPOS DOS GOYTACAZES","RJ","***","12/19/2011","10:50:00","0"
"51874","51874","INCIDENTE","PETROLINA","PE","SBPL","12/19/2011","20:24:00","0"
"51873","51873","INCIDENTE","SÃO PAULO","SP","***","12/17/2011","14:00:00","0"
"45296","45296","INCIDENTE","RIO DE JANEIRO","RJ","SBGL","12/15/2011","13:13:00","0"
"51872","51872","INCIDENTE","CAMPO GRANDE","MS","SBCG","12/15/2011","21:20:00","0"
"45313","45313","INCIDENTE","BRASÍLIA","DF","SBBR","12/14/2011","16:55:00","0"
"51870","51870","INCIDENTE","GUARULHOS","SP","SBGR","12/13/2011","19:59:00","0"
"45236","45236","INCIDENTE","CAMPINAS","SP","***","12/11/2011","14:13:00","0"
"45251","45251","ACIDENTE","ARROIO GRANDE","RS","***","12/10/2011","10:55:00","1"
"45289","45289","INCIDENTE","MANAUS","AM","SBEG","12/10/2011","11:20:00","0"
"51869","51869","INCIDENTE","GUARULHOS","SP","SBGR","12/10/2011","17:38:00","0"
"45250","45250","ACIDENTE","SÃO BENTO DO SUL","SC","***","12/9/2011","16:30:00","1"
"45252","45252","INCIDENTE GRAVE","RIO DE JANEIRO","RJ","***","12/8/2011","22:37:00","6"
"45237","45237","INCIDENTE GRAVE","SENADOR GUIOMARD","AC","***","12/5/2011","20:28:00","1"
"51868","51868","INCIDENTE","GOIÂNIA","GO","SBGO","12/5/2011","19:28:00","0"
"51867","51867","INCIDENTE","GUARULHOS","SP","SBGR","12/3/2011","1:30:00","0"
"45284","45284","ACIDENTE","CAMPO NOVO DO PARECIS","MT","SJTO","12/2/2011","15:45:00","1"
"51771","51771","ACIDENTE","PORTO ALEGRE","RS","SBPA","12/1/2011","12:30:00","0"
"45247","45247","ACIDENTE","MIRADOR","PR","***","11/30/2011","13:30:00","0"
"45253","45253","INCIDENTE","RIO DE JANEIRO","RJ","SBJR","11/30/2011","17:56:00","0"
"45285","45285","ACIDENTE","TRÊS RANCHOS","GO","***","11/30/2011","12:55:00","2"
"45235","45235","INCIDENTE GRAVE","CARAUARI","AM","***","11/27/2011","13:40:00","1"
"45274","45274","ACIDENTE","LONDRINA","PR","SBLO","11/27/2011","11:00:00","2"
"45277","45277","ACIDENTE","ÁGUA CLARA","MS","***","11/27/2011","10:10:00","0"
"51776","51776","INCIDENTE GRAVE","FLORIANÓPOLIS","SC","***","11/27/2011","12:00:00","0"
"51864","51864","INCIDENTE","GOIÂNIA","GO","SBGO","11/27/2011","17:02:00","0"
"45279","45279","ACIDENTE","CARMO DO CAJURU","MG","***","11/26/2011","13:00:00","1"
"45282","45282","ACIDENTE","PIRACICABA","SP","***","11/26/2011","12:00:00","0"
"45233","45233","INCIDENTE GRAVE","SANTA MARIA","RS","SBSM","11/25/2011","22:50:00","0"
"45769","45769","INCIDENTE","BELO HORIZONTE","MG","SBBH","11/25/2011","18:07:00","0"
"51863","51863","INCIDENTE","SÃO PAULO","SP","SBMT","11/25/2011","11:35:00","0"
"45232","45232","INCIDENTE GRAVE","LONDRINA","PR","***","11/24/2011","20:10:00","0"
"51861","51861","INCIDENTE","PORTO ALEGRE","RS","SBPA","11/24/2011","21:30:00","0"
"53103","53103","INCIDENTE GRAVE","ATIBAIA","SP","SDTB","11/24/2011","12:40:00","2"
"45760","45760","INCIDENTE","GUARULHOS","SP","***","11/23/2011","18:32:00","0"
"51795","51795","INCIDENTE","CAMPO GRANDE","MS","SBCG","11/23/2011","20:02:00","0"
"45280","45280","ACIDENTE","ALTO ALEGRE","RR","***","11/22/2011","17:40:00","2"
"51860","51860","INCIDENTE","MACAÉ","RJ","SBME","11/22/2011","17:56:00","0"
"45268","45268","ACIDENTE","ILHA COMPRIDA","SP","SDBV","11/20/2011","18:00:00","0"
"45270","45270","ACIDENTE","TABAPORÃ","MT","***","11/20/2011","19:00:00","0"
"51775","51775","INCIDENTE GRAVE","BELO HORIZONTE","MG","SBBH","11/19/2011","15:37:00","2"
"51858","51858","INCIDENTE","LUZIÂNIA","GO","SWUZ","11/19/2011","17:00:00","0"
"45576","45576","INCIDENTE GRAVE","PORTO ALEGRE","RS","SBPA","11/16/2011","15:35:00","3"
"45554","45554","INCIDENTE GRAVE","UBERLÂNDIA","MG","SBUL","11/15/2011","2:15:00","20"
"51793","51793","INCIDENTE","SANTANA DO PARAÍSO","MG","SBIP","11/15/2011","18:35:00","0"
"45286","45286","ACIDENTE","CONDEÚBA","BA","SIPO","11/14/2011","22:00:00","0"
"45238","45238","ACIDENTE","AIMORÉS","MG","***","11/12/2011","21:30:00","0"
"45267","45267","ACIDENTE","CUIABÁ","MT","***","11/12/2011","20:00:00","0"
"51857","51857","INCIDENTE","FORTALEZA","CE","SBFZ","11/12/2011","17:20:00","0"
"45269","45269","ACIDENTE","MIGUELÓPOLIS","SP","***","11/11/2011","14:30:00","0"
"43655","43655","INCIDENTE","MACAÉ","RJ","***","11/10/2011","18:35:00","0"
"51787","51787","INCIDENTE","BELÉM","PA","SBJC","11/10/2011","12:24:00","0"
"51789","51789","INCIDENTE","CAMPO FLORIDO","MG","SIRS","11/10/2011","17:30:00","0"
"51856","51856","INCIDENTE","PALMAS","TO","SBPJ","11/10/2011","12:26:00","0"
"51786","51786","INCIDENTE","SÃO GABRIEL DA PALHA","ES","***","11/9/2011","19:42:00","0"
"51855","51855","INCIDENTE","ARAÇATUBA","SP","SBAU","11/8/2011","21:30:00","0"
"45211","45211","ACIDENTE","ELDORADO DO SUL","RS","***","11/5/2011","17:45:00","0"
"51854","51854","INCIDENTE","RIO DE JANEIRO","RJ","SBRJ","11/5/2011","12:52:00","0"
"45271","45271","ACIDENTE","NOVA ERECHIM","SC","***","11/2/2011","21:30:00","0"
"45167","45167","ACIDENTE","CONFRESA","MT","SJHG","11/1/2011","9:15:00","0"
"45169","45169","ACIDENTE","SANTA CLARA D'OESTE","SP","***","11/1/2011","19:28:00","0"
"45768","45768","INCIDENTE","BELO HORIZONTE","MG","SBBH","11/1/2011","3:00:00","0"
"51853","51853","INCIDENTE","TIRADENTES","MG","***","11/1/2011","14:30:00","0"
"45224","45224","INCIDENTE","MACAÉ","RJ","***","10/31/2011","11:50:00","0"
"45210","45210","ACIDENTE","ORIXIMINÁ","PA","***","10/30/2011","19:10:00","0"
"45218","45218","INCIDENTE GRAVE","TIMON","MA","SNDR","10/30/2011","17:49:00","0"
"51851","51851","INCIDENTE","BRAGANÇA PAULISTA","SP","SBBP","10/28/2011","15:20:00","0"
"45226","45226","INCIDENTE","GUARULHOS","SP","SBGR","10/27/2011","14:31:00","0"
"45227","45227","INCIDENTE","IPAMERI","GO","***","10/27/2011","9:21:00","0"
"45307","45307","ACIDENTE","BLUMENAU","SC","SSBL","10/27/2011","18:16:00","0"
"45217","45217","INCIDENTE","PIQUETE","SP","***","10/25/2011","20:35:00","0"
"51785","51785","INCIDENTE","BURITAMA","SP","SIBX","10/25/2011","19:15:00","0"
"51836","51836","INCIDENTE","SOROCABA","SP","SDCO","10/25/2011","14:40:00","0"
"51834","51834","INCIDENTE","PIRACICABA","SP","SDPW","10/23/2011","12:30:00","0"
"51835","51835","INCIDENTE","BOA VISTA","RR","***","10/23/2011","18:03:00","0"
"45212","45212","INCIDENTE GRAVE","NOVO HAMBURGO","RS","SSNH","10/22/2011","15:30:00","1"
"51784","51784","INCIDENTE","MACAÉ","RJ","SBME","10/22/2011","18:30:00","0"
"45188","45188","ACIDENTE","MONTENEGRO","RS","SSNG","10/21/2011","20:55:00","4"
"51831","51831","INCIDENTE","MACAÉ","RJ","SBME","10/21/2011","18:30:00","0"
"51830","51830","INCIDENTE","SANTARÉM","PA","SBSN","10/20/2011","15:11:00","0"
"45187","45187","ACIDENTE","ITACOATIARA","AM","***","10/18/2011","19:50:00","2"
"45312","45312","INCIDENTE GRAVE","CAMPINORTE","GO","***","10/17/2011","16:00:00","0"
"45213","45213","INCIDENTE GRAVE","LUZIÂNIA","GO","***","10/16/2011","13:50:00","0"
"45553","45553","INCIDENTE GRAVE","SÃO PAULO","SP","SBSP","10/16/2011","19:22:00","5"
"45149","45149","INCIDENTE","SÃO PAULO","SP","SBMT","10/14/2011","14:45:00","0"
"45215","45215","INCIDENTE GRAVE","POÇOS DE CALDAS","MG","***","10/14/2011","13:27:00","0"
"45229","45229","INCIDENTE","RIO DE JANEIRO","RJ","SBGL","10/13/2011","0:40:00","0"
"45230","45230","INCIDENTE","MACAÉ","RJ","***","10/13/2011","19:00:00","0"
"51828","51828","INCIDENTE","SÃO JOSÉ DOS CAMPOS","SP","SBSJ","10/13/2011","20:17:00","0"
"45153","45153","ACIDENTE","GUARULHOS","SP","***","10/11/2011","13:20:00","7"
"51825","51825","INCIDENTE","PIRACICABA","SP","SDPW","10/11/2011","18:10:00","0"
"51823","51823","INCIDENTE","RIO DE JANEIRO","RJ","SBRJ","10/10/2011","21:10:00","0"
"51824","51824","INCIDENTE","CAMPO GRANDE","MS","SBCG","10/10/2011","17:23:00","0"
"45127","45127","ACIDENTE","GOIÂNIA","GO","SBNV","10/9/2011","19:10:00","0"
"45151","45151","ACIDENTE","CARAUARI","AM","SWCA","10/9/2011","18:51:00","1"
"48814","48814","INCIDENTE","MARICÁ","RJ","SDMC","10/9/2011","12:30:00","0"
"45087","45087","ACIDENTE","ARÊS","RN","***","10/7/2011","8:30:00","3"
"45089","45089","ACIDENTE","MANHUAÇU","MG","***","10/7/2011","20:38:00","0"
"45096","45096","INCIDENTE GRAVE","LONDRINA","PR","SBLO","10/7/2011","14:30:00","1"
"45091","45091","ACIDENTE","RIO DE JANEIRO","RJ","***","10/4/2011","17:00:00","0"
"51816","51816","INCIDENTE","RIBEIRÃO PRETO","SP","***","10/3/2011","14:59:00","0"
"51820","51820","INCIDENTE","BEBEDOURO","SP","SDBB","10/3/2011","20:00:00","0"
"45290","45290","ACIDENTE","SANTO ÂNGELO","RS","***","10/2/2011","13:30:00","0"
"45064","45064","ACIDENTE","CURITIBA","PR","SBBI","10/1/2011","17:30:00","0"
"45088","45088","ACIDENTE","MARABÁ PAULISTA","SP","***","10/1/2011","23:40:00","2"
"51783","51783","INCIDENTE","GOIÂNIA","GO","SBGO","10/1/2011","14:40:00","0"
"51815","51815","INCIDENTE","RIO DE JANEIRO","RJ","SBRJ","10/1/2011","19:29:00","0"
"45062","45062","ACIDENTE","AVARÉ","SP","***","9/30/2011","18:15:00","2"
"45054","45054","ACIDENTE","SANTARÉM","PA","***","9/29/2011","18:15:00","2"
"45094","45094","INCIDENTE GRAVE","ANÁPOLIS","GO","SWNS","9/29/2011","20:00:00","0"
"45061","45061","ACIDENTE","GOIÂNIA","GO","SBGO","9/28/2011","12:35:00","2"
"45310","45310","ACIDENTE","MAUÉS","AM","***","9/28/2011","3:00:00","0"
"51819","51819","INCIDENTE","QUATRO IRMÃOS","RS","***","9/28/2011","14:00:00","0"
"51818","51818","INCIDENTE","GUARULHOS","SP","SBGR","9/27/2011","22:16:00","0"
"45058","45058","ACIDENTE","ITAITUBA","PA","***","9/26/2011","18:03:00","7"
"45060","45060","ACIDENTE","ITAPIRATINS","TO","***","9/25/2011","13:30:00","0"
"45109","45109","INCIDENTE","SÃO JOSÉ DO RIO PRETO","SP","SBSR","9/24/2011","9:10:00","0"
"51794","51794","INCIDENTE","RIO DE JANEIRO","RJ","***","9/23/2011","0:13:00","0"
"51792","51792","INCIDENTE","SÃO JOSÉ DO RIO PRETO","SP","SBSR","9/22/2011","9:13:00","0"
"45104","45104","INCIDENTE","GUARULHOS","SP","SBGR","9/20/2011","11:30:00","0"
"45070","45070","ACIDENTE","IARAS","SP","***","9/19/2011","12:30:00","1"
"45045","45045","ACIDENTE","JATAÍ","GO","***","9/18/2011","23:30:00","0"
"45051","45051","ACIDENTE","RIO CLARO","SP","***","9/18/2011","16:10:00","1"
"45036","45036","ACIDENTE","COTIA","SP","***","9/17/2011","16:00:00","0"
"45071","45071","ACIDENTE","POMPÉU","MG","***","9/17/2011","19:45:00","0"
"45072","45072","ACIDENTE","ORLÂNDIA","SP","SDOR","9/17/2011","15:45:00","0"
"45098","45098","INCIDENTE GRAVE","GOIÂNIA","GO","SBGO","9/17/2011","14:45:00","0"
"51781","51781","INCIDENTE","PATOS DE MINAS","MG","SNPD","9/16/2011","13:30:00","0"
"45111","45111","INCIDENTE","BRASÍLIA","DF","***","9/15/2011","11:30:00","0"
"45047","45047","ACIDENTE","GOIÂNIA","GO","SBGO","9/14/2011","17:10:00","3"
"45053","45053","ACIDENTE","ÂNGULO","PR","***","9/13/2011","11:35:00","2"
"45106","45106","INCIDENTE","SÃO JOSÉ DOS PINHAIS","PR","SBCT","9/13/2011","21:59:00","0"
"45090","45090","INCIDENTE GRAVE","SANTA MARIA","RS","SBSM","9/12/2011","15:15:00","3"
"45100","45100","INCIDENTE GRAVE","CURITIBA","PR","SBBI","9/12/2011","19:50:00","5"
"45063","45063","ACIDENTE","MANAUS","AM","SWFN","9/10/2011","13:20:00","0"
"45065","45065","ACIDENTE","RIO DE JANEIRO","RJ","***","9/10/2011","23:15:00","2"
"51809","51809","INCIDENTE","RIO DE JANEIRO","RJ","SBJR","9/10/2011","20:00:00","0"
"45050","45050","ACIDENTE","ITOBI","SP","***","9/9/2011","10:00:00","0"
"51780","51780","INCIDENTE","GOIÂNIA","GO","SBGO","9/9/2011","12:05:00","0"
"45049","45049","ACIDENTE","CONCEIÇÃO DO COITÉ","BA","***","9/7/2011","10:20:00","1"
"51808","51808","INCIDENTE","RIO DE JANEIRO","RJ","SBGL","9/7/2011","10:30:00","0"
"51774","51774","INCIDENTE","ARAÇATUBA","SP","SBAU","9/6/2011","23:30:00","0"
"51806","51806","INCIDENTE","BELO HORIZONTE","MG","SBPR","9/6/2011","12:46:00","0"
"51807","51807","INCIDENTE","SOROCABA","SP","SDCO","9/4/2011","13:38:00","0"
"51801","51801","INCIDENTE","RIO DE JANEIRO","RJ","SBJR","9/3/2011","12:05:00","0"
"45055","45055","ACIDENTE","ORLÂNDIA","SP","SDOR","9/2/2011","20:35:00","0"
"49058","49058","INCIDENTE","NOVA OLINDA DO NORTE","AM","SWNO","9/2/2011","18:30:00","0"
"51778","51778","INCIDENTE","CABO FRIO","RJ","SBCB","9/1/2011","13:10:00","0"
"45048","45048","ACIDENTE","TIJUCAS DO SUL","PR","***","8/31/2011","18:00:00","3"
"45056","45056","ACIDENTE","SÃO SEBASTIÃO","SP","***","8/30/2011","11:58:00","3"
"45052","45052","ACIDENTE","IGUATU","CE","SNIG","8/29/2011","10:20:00","5"
"45128","45128","ACIDENTE","BRASÍLIA","DF","***","8/27/2011","21:00:00","0"
"45003","45003","INCIDENTE","RECIFE","PE","***","8/26/2011","23:50:00","0"
"45057","45057","ACIDENTE","JOÃO PESSOA","PB","SNJO","8/26/2011","20:00:00","0"
"45102","45102","INCIDENTE GRAVE","RIO DE JANEIRO","RJ","***","8/26/2011","17:10:00","2"
"45016","45016","INCIDENTE","SÃO PAULO","SP","SBMT","8/25/2011","23:04:00","0"
"45025","45025","ACIDENTE","ANÁPOLIS","GO","***","8/25/2011","18:30:00","1"
"51798","51798","INCIDENTE","SANTA CRUZ DO SUL","RS","***","8/25/2011","11:30:00","0"
"45001","45001","INCIDENTE","SALVADOR","BA","SBSV","8/23/2011","2:40:00","0"
"51797","51797","INCIDENTE","RECIFE","PE","***","8/23/2011","9:06:00","0"
"44992","44992","INCIDENTE","SÃO PAULO","SP","SBSP","8/22/2011","14:39:00","0"
"44993","44993","ACIDENTE","RIO DE JANEIRO","RJ","***","8/22/2011","16:30:00","0"
"45222","45222","INCIDENTE GRAVE","CARUARU","PE","***","8/21/2011","11:46:00","0"
"44995","44995","ACIDENTE","MIRANDA","MS","***","8/20/2011","20:00:00","0"
"45012","45012","INCIDENTE","GOIÂNIA","GO","SBNV","8/20/2011","20:00:00","0"
"44986","44986","ACIDENTE","MACAÉ","RJ","***","8/19/2011","19:45:00","4"
"44996","44996","INCIDENTE GRAVE","BELÉM","PA","SBJC","8/19/2011","11:11:00","0"
"45228","45228","INCIDENTE GRAVE","SÃO JOSÉ","SC","SSKT","8/19/2011","19:50:00","0"
"44977","44977","ACIDENTE","RIO DE JANEIRO","RJ","SBJR","8/16/2011","21:10:00","1"
"44947","44947","INCIDENTE","SÃO PAULO","SP","***","8/15/2011","14:40:00","0"
